# AREE gene identifier crosswalk — Magallana gigas (Crassostrea gigas), Pacific oyster (NCBI taxid 29159)
# Built by src/mappings/build_crosswalk.py v1.0.0 on 2026-08-27
# Sources: NCBI Gene (gene_info) and UniProtKB. See the .provenance.json
# sidecar for source URLs, checksums, and coverage statistics.
# Current NCBI reference annotation at build time: GCF_963853765.1 (xbMagGiga1.1), annotation release GCF_963853765.1-RS_2024_06
# NOTE: orthogroup_id is intentionally empty — real orthogroups require an
# ortholog inference run and are not fabricated here.
ncbi_gene_id	ensembl_gene_id	uniprot_accession	uniprot_accessions_all	locus_id	gene_symbol	gene_synonyms	gene_description	gene_type	orthogroup_id
105323489				LOC105323489	LOC105323489		uncharacterized LOC105323489	protein-coding	
105323495				LOC105323495	LOC105323495		uncharacterized LOC105323495	protein-coding	
105323502	ENSBDJG00000004216			LOC105323502	LOC105323502		prostaglandin E2 receptor EP4 subtype	protein-coding	
105323503	ENSBDJG00000023177			LOC105323503	LOC105323503		uncharacterized LOC105323503	protein-coding	
105323504				LOC105323504	LOC105323504		tubulin-specific chaperone C-like	protein-coding	
105323511	ENSBDJG00000001701	A0A8W8IFY8	A0A8W8IFY8	LOC105323511	LOC105323511		uncharacterized LOC105323511	protein-coding	
105323514				LOC105323514	LOC105323514		glycerophosphocholine cholinephosphodiesterase ENPP6	protein-coding	
105323517	ENSBDJG00000002576	A0A8W8MLN6	A0A8W8MLN6	LOC105323517	LOC105323517		B9 domain-containing protein 1	protein-coding	
105323518	ENSBDJG00000001066			LOC105323518	LOC105323518		uncharacterized LOC105323518	protein-coding	
105323519				LOC105323519	LOC105323519		prostaglandin E2 receptor EP4 subtype	protein-coding	
105323526				LOC105323526	LOC105323526	Titin	immunoglobulin superfamily member 22	protein-coding	
105323530				LOC105323530	LOC105323530		uncharacterized LOC105323530	protein-coding	
105323542	ENSBDJG00000004855			LOC105323542	LOC105323542		NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	protein-coding	
105323545		A0A8W8LRI0	A0A8W8LRI0	LOC105323545	LOC105323545		uncharacterized LOC105323545	protein-coding	
105323546				LOC105323546	LOC105323546		3'-5' exoribonuclease HELZ2	protein-coding	
105323550				LOC105323550	LOC105323550		uncharacterized LOC105323550	protein-coding	
105323552				LOC105323552	LOC105323552		hypothetical protein	protein-coding	
105323554				LOC105323554	LOC105323554		uncharacterized protein KIAA1958-like	protein-coding	
105323555	ENSBDJG00000006581			LOC105323555	LOC105323555		tubulin polymerization-promoting protein family member 3	protein-coding	
105323556				LOC105323556	LOC105323556		uncharacterized LOC105323556	protein-coding	
105323561	ENSBDJG00000020918			LOC105323561	LOC105323561		uncharacterized LOC105323561	ncRNA	
105323563				LOC105323563	LOC105323563		fibropellin-1	protein-coding	
105323565	ENSBDJG00000007564			LOC105323565	LOC105323565		uncharacterized LOC105323565	protein-coding	
105323566	ENSBDJG00000004306			LOC105323566	LOC105323566		uncharacterized LOC105323566	protein-coding	
105323569	ENSBDJG00000005313			LOC105323569	LOC105323569		tRNA (guanine(6)-N2)-methyltransferase THUMP3	protein-coding	
105323570	ENSBDJG00000006889			LOC105323570	LOC105323570		ribitol-5-phosphate xylosyltransferase 1	protein-coding	
105323572	ENSBDJG00000022839			LOC105323572	LOC105323572		methionine-R-sulfoxide reductase B2, mitochondrial	protein-coding	
105323574	ENSBDJG00000002417			LOC105323574	LOC105323574		zinc finger Ran-binding domain-containing protein 2	protein-coding	
105323575	ENSBDJG00000006028			LOC105323575	LOC105323575		probable imidazolonepropionase	protein-coding	
105323580	ENSBDJG00000016067			LOC105323580	LOC105323580		single-minded homolog 2	protein-coding	
105323582				LOC105323582	LOC105323582		uncharacterized LOC105323582	ncRNA	
105323585				LOC105323585	LOC105323585		uncharacterized LOC105323585	ncRNA	
105323586	ENSBDJG00000008099			LOC105323586	LOC105323586		ribonuclease P protein subunit p30	protein-coding	
105323587	ENSBDJG00000015737			LOC105323587	LOC105323587		uncharacterized LOC105323587	protein-coding	
105323588				LOC105323588	LOC105323588		oligodendrocyte transcription factor 2	protein-coding	
105323589	ENSBDJG00000016910			LOC105323589	LOC105323589		cytoplasmic tRNA 2-thiolation protein 1	protein-coding	
105323590	ENSBDJG00000015440			LOC105323590	LOC105323590		exodeoxyribonuclease	protein-coding	
105323591				LOC105323591	LOC105323591		ankyrin repeat and SOCS box protein 8	protein-coding	
105323592		A0A8W8JHA7	A0A8W8JHA7	LOC105323592	LOC105323592		uncharacterized LOC105323592	protein-coding	
105323593				LOC105323593	LOC105323593		uncharacterized LOC105323593	ncRNA	
105323594				LOC105323594	LOC105323594		uncharacterized LOC105323594	protein-coding	
105323595	ENSBDJG00000005126	A0A8W8M2F3	A0A8W8M2F3	LOC105323595	LOC105323595		cilia- and flagella-associated protein 100	protein-coding	
105323596	ENSBDJG00000004155			LOC105323596	LOC105323596		uncharacterized LOC105323596	protein-coding	
105323597				LOC105323597	LOC105323597		uncharacterized LOC105323597	protein-coding	
105323598	ENSBDJG00000007974			LOC105323598	LOC105323598		TNF receptor-associated factor 3	protein-coding	
105323599				LOC105323599	LOC105323599		TNF receptor-associated factor 3	protein-coding	
105323600				LOC105323600	LOC105323600		uncharacterized LOC105323600	ncRNA	
105323601	ENSBDJG00000006705			LOC105323601	LOC105323601		elastase-1	protein-coding	
105323602	ENSBDJG00000005353			LOC105323602	LOC105323602	Myosin-Ie	unconventional myosin-Ie	protein-coding	
105323603	ENSBDJG00000008333	A0A8W8HL25	A0A8W8HL25	LOC105323603	LOC105323603		small ribosomal subunit protein bS16m	protein-coding	
105323604				LOC105323604	LOC105323604		uncharacterized LOC105323604	protein-coding	
105323605				LOC105323605	LOC105323605		transmembrane matrix receptor MUP-4-like	protein-coding	
105323607				LOC105323607	LOC105323607		uncharacterized LOC105323607	protein-coding	
105323608				LOC105323608	LOC105323608		protein draper	protein-coding	
105323609	ENSBDJG00000007983			LOC105323609	LOC105323609		tyrosine-protein phosphatase 99A	protein-coding	
105323610	ENSBDJG00000007281			LOC105323610	LOC105323610		transmembrane protein 209	protein-coding	
105323611	ENSBDJG00000007782			LOC105323611	LOC105323611		U6 snRNA-associated Sm-like protein LSm3	protein-coding	
105323612				LOC105323612	LOC105323612		carbohydrate sulfotransferase 8	protein-coding	
105323619	ENSBDJG00000021562			LOC105323619	LOC105323619		prenylcysteine oxidase 1	protein-coding	
105323620				LOC105323620	LOC105323620		acid-sensing ion channel 1	protein-coding	
105323631				LOC105323631	LOC105323631		serine/arginine-rich splicing factor 4	protein-coding	
105323638				LOC105323638	LOC105323638		uncharacterized LOC105323638	protein-coding	
105323641				LOC105323641	LOC105323641		uncharacterized LOC105323641	protein-coding	
105323642	ENSBDJG00000011834			LOC105323642	LOC105323642		immediate early response gene 5-like protein	protein-coding	
105323644	ENSBDJG00000015521			LOC105323644	LOC105323644		small ribosomal subunit protein mS23	protein-coding	
105323656	ENSBDJG00000002084			LOC105323656	LOC105323656		tRNA wybutosine-synthesizing protein 3 homolog	protein-coding	
105323667	ENSBDJG00000006347			LOC105323667	LOC105323667		metalloproteinase inhibitor 2-like	protein-coding	
105323670				LOC105323670	LOC105323670		uncharacterized LOC105323670	protein-coding	
105323672	ENSBDJG00000003819			LOC105323672	LOC105323672		trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	protein-coding	
105323677	ENSBDJG00000006842			LOC105323677	LOC105323677		metalloproteinase inhibitor 3-like	protein-coding	
105323678	ENSBDJG00000014739			LOC105323678	LOC105323678		collagen alpha-6(VI) chain	protein-coding	
105323679				LOC105323679	LOC105323679		uncharacterized LOC105323679	protein-coding	
105323681	ENSBDJG00000008086			LOC105323681	LOC105323681		histamine H2 receptor	protein-coding	
105323682	ENSBDJG00000007951			LOC105323682	LOC105323682		spectrin beta chain	protein-coding	
105323683	ENSBDJG00000006134	A0A8W8I7X8	A0A8W8I7X8	LOC105323683	LOC105323683		probable L-asparaginase periplasmic	protein-coding	
105323684	ENSBDJG00000011071	A0A8W8I9H9	A0A8W8I9H9	LOC105323684	LOC105323684		cysteine-rich PDZ-binding protein	protein-coding	
105323685	ENSBDJG00000008793			LOC105323685	LOC105323685		probable serine/threonine-protein kinase dyrk2	protein-coding	
105323686		A0A8W8I7Y7	A0A8W8I7Y7	LOC105323686	LOC105323686		enhancer of rudimentary homolog	protein-coding	
105323687	ENSBDJG00000005328			LOC105323687	LOC105323687		zinc transporter ZIP9-B	protein-coding	
105323688	ENSBDJG00000007299			LOC105323688	LOC105323688		sodium/potassium/calcium exchanger 4	protein-coding	
105323689	ENSBDJG00000008229			LOC105323689	LOC105323689		uncharacterized LOC105323689	protein-coding	
105323690	ENSBDJG00000005261			LOC105323690	LOC105323690		WD40 repeat-containing protein SMU1	protein-coding	
105323692				LOC105323692	LOC105323692		uncharacterized LOC105323692	ncRNA	
105323693	ENSBDJG00000007099			LOC105323693	LOC105323693		uncharacterized LOC105323693	ncRNA	
105323696				LOC105323696	LOC105323696		uncharacterized LOC105323696	protein-coding	
105323697				LOC105323697	LOC105323697		multiple epidermal growth factor-like domains protein 10	protein-coding	
105323700				LOC105323700	LOC105323700		multiple epidermal growth factor-like domains protein 10	protein-coding	
105323703	ENSBDJG00000001047			LOC105323703	LOC105323703		enolase 4	protein-coding	
105323706	ENSBDJG00000015095			LOC105323706	LOC105323706		uncharacterized LOC105323706	protein-coding	
105323707	ENSBDJG00000009458			LOC105323707	LOC105323707		sodium/glucose cotransporter 4	protein-coding	
105323709				LOC105323709	LOC105323709		prion-like-(Q/N-rich) domain-bearing protein 25	protein-coding	
105323711				LOC105323711	LOC105323711		uncharacterized LOC105323711	ncRNA	
105323715				LOC105323715	LOC105323715		ubiquitin-like modifier-activating enzyme 1	protein-coding	
105323716	ENSBDJG00000015265			LOC105323716	LOC105323716		uncharacterized LOC105323716	protein-coding	
105323720	ENSBDJG00000001906	A0A8W8ILB9	A0A8W8ILB9	LOC105323720	LOC105323720		thymidylate kinase	protein-coding	
105323723	ENSBDJG00000000773	A0A8W8IZS0	A0A8W8IZS0	LOC105323723	LOC105323723		eukaryotic initiation factor 4A-I	protein-coding	
105323724				LOC105323724	LOC105323724		uncharacterized LOC105323724	protein-coding	
105323728				LOC105323728	LOC105323728		putative nuclease HARBI1	ncRNA	
105323732	ENSBDJG00000017025			LOC105323732	LOC105323732		apoptosis-inducing factor 3	protein-coding	
105323733	ENSBDJG00000017567			LOC105323733	LOC105323733		nuclear cap-binding protein subunit 2	protein-coding	
105323736	ENSBDJG00000016454			LOC105323736	LOC105323736		probable 18S rRNA (guanine-N(7))-methyltransferase	protein-coding	
105323738	ENSBDJG00000016179			LOC105323738	LOC105323738		uncharacterized LOC105323738	protein-coding	
105323739	ENSBDJG00000015242	A0A8W8KHP2	A0A8W8KHP2	LOC105323739	LOC105323739		sigma intracellular receptor 2	protein-coding	
105323740	ENSBDJG00000015340			LOC105323740	LOC105323740		uncharacterized LOC105323740	ncRNA	
105323741				LOC105323741	LOC105323741		uncharacterized LOC105323741	protein-coding	
105323743				LOC105323743	LOC105323743		arylsulfatase B	protein-coding	
105323752	ENSBDJG00000016621			LOC105323752	LOC105323752		GPI mannosyltransferase 4	protein-coding	
105323753				LOC105323753	LOC105323753		leucine-rich repeat transmembrane protein FLRT3	protein-coding	
105323756				LOC105323756	LOC105323756		uncharacterized LOC105323756	protein-coding	
105323765	ENSBDJG00000014228	A0A8W8HV50	A0A8W8HV50	LOC105323765	LOC105323765	LBP/BPI;bpi	bactericidal permeability-increasing protein	protein-coding	
105323772	ENSBDJG00000003869	A0A8W8MNZ9	A0A8W8MNZ9	LOC105323772	LOC105323772		COP9 signalosome complex subunit 1	protein-coding	
105323777	ENSBDJG00000018818			LOC105323777	LOC105323777		glutathione S-transferase A	protein-coding	
105323783	ENSBDJG00000001064			LOC105323783	LOC105323783		intraflagellar transport protein 172 homolog	protein-coding	
105323786				LOC105323786	LOC105323786		uncharacterized LOC105323786	protein-coding	
105323787				LOC105323787	LOC105323787		neuronal acetylcholine receptor subunit alpha-9	protein-coding	
105323788				LOC105323788	LOC105323788		acetylcholine receptor subunit alpha-type acr-16	protein-coding	
105323789	ENSBDJG00000012631			LOC105323789	LOC105323789		divergent protein kinase domain 1C	protein-coding	
105323790	ENSBDJG00000001699			LOC105323790	LOC105323790		V-type proton ATPase 116 kDa subunit a 1	protein-coding	
105323791	ENSBDJG00000007405			LOC105323791	LOC105323791		dolichol-phosphate mannosyltransferase subunit 3	protein-coding	
105323792	ENSBDJG00000007269			LOC105323792	LOC105323792		uncharacterized LOC105323792	protein-coding	
105323793				LOC105323793	LOC105323793		uncharacterized LOC105323793	protein-coding	
105323794	ENSBDJG00000016627			LOC105323794	LOC105323794		L-fucose kinase	protein-coding	
105323798	ENSBDJG00000007370	A0A8W8HUT2	A0A8W8HUT2	LOC105323798	LOC105323798		mannan endo-1,4-beta-mannosidase	protein-coding	
105323800				LOC105323800	LOC105323800		uncharacterized LOC105323800	protein-coding	
105323808		A0A8W8MAT7	A0A8W8MAT7	LOC105323808	LOC105323808		four-domain proteases inhibitor	protein-coding	
105323810	ENSBDJG00000006782			LOC105323810	LOC105323810		large ribosomal subunit protein uL4m	protein-coding	
105323811	ENSBDJG00000006140			LOC105323811	LOC105323811		semaphorin-2A	protein-coding	
105323814		A0A8W8LK65	A0A8W8LK65	LOC105323814	LOC105323814		cystatin-A2	protein-coding	
105323815				LOC105323815	LOC105323815		uncharacterized LOC105323815	protein-coding	
105323816	ENSBDJG00000005332			LOC105323816	LOC105323816		NCK-interacting protein with SH3 domain	protein-coding	
105323817	ENSBDJG00000005879	A0A8W8LID2	A0A8W8LID2;A0A8W8LPD8	LOC105323817	LOC105323817		ETS domain-containing protein Elk-3	protein-coding	
105323818	ENSBDJG00000007252			LOC105323818	LOC105323818		uncharacterized LOC105323818	protein-coding	
105323820				LOC105323820	LOC105323820		acetylcholine receptor subunit beta-type lev-1-like	protein-coding	
105323822				LOC105323822	LOC105323822		mucin-4	protein-coding	
105323823				LOC105323823	LOC105323823		potassium voltage-gated channel protein Shaw	protein-coding	
105323824	ENSBDJG00000004979			LOC105323824	LOC105323824		uncharacterized LOC105323824	protein-coding	
105323825	ENSBDJG00000006876			LOC105323825	LOC105323825		guanine nucleotide exchange protein smcr8a	protein-coding	
105323826	ENSBDJG00000007047			LOC105323826	LOC105323826		visual pigment-like receptor peropsin	protein-coding	
105323827	ENSBDJG00000001399			LOC105323827	LOC105323827		tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like	protein-coding	
105323829				LOC105323829	LOC105323829		pleckstrin homology domain-containing family B member 2	protein-coding	
105323831				LOC105323831	LOC105323831		uncharacterized LOC105323831	protein-coding	
105323839	ENSBDJG00000006313	A0A8W8MNH3	A0A8W8MNH3	LOC105323839	LOC105323839		uncharacterized LOC105323839	protein-coding	
105323840				LOC105323840	LOC105323840		uncharacterized LOC105323840	protein-coding	
105323841				LOC105323841	LOC105323841		adipocyte plasma membrane-associated protein	protein-coding	
105323846				LOC105323846	LOC105323846		uncharacterized LOC105323846	protein-coding	
105323847	ENSBDJG00000002737			LOC105323847	LOC105323847		transducin beta-like protein 3	protein-coding	
105323852				LOC105323852	LOC105323852		uncharacterized LOC105323852	protein-coding	
105323860				LOC105323860	LOC105323860		micronuclear linker histone polyprotein	protein-coding	
105323861				LOC105323861	LOC105323861		uncharacterized LOC105323861	protein-coding	
105323866				LOC105323866	LOC105323866		plexin-A2	protein-coding	
105323873				LOC105323873	LOC105323873		polycystin-1-like protein 2	protein-coding	
105323877				LOC105323877	LOC105323877		integrase/recombinase xerD homolog	unknown	
105323879				LOC105323879	LOC105323879		putative inhibitor of apoptosis	protein-coding	
105323880	ENSBDJG00000023080			LOC105323880	LOC105323880		probable glucosamine 6-phosphate N-acetyltransferase	protein-coding	
105323883				LOC105323883	LOC105323883		uncharacterized LOC105323883	protein-coding	
105323885				LOC105323885	LOC105323885		uncharacterized LOC105323885	ncRNA	
105323889	ENSBDJG00000013038			LOC105323889	LOC105323889		myosin heavy chain, non-muscle	protein-coding	
105323890	ENSBDJG00000011593			LOC105323890	LOC105323890		large ribosomal subunit protein bL28m	protein-coding	
105323896				LOC105323896	LOC105323896		uncharacterized LOC105323896	protein-coding	
105323897				LOC105323897	LOC105323897		uncharacterized LOC105323897	protein-coding	
105323898				LOC105323898	LOC105323898		multiple epidermal growth factor-like domains protein 6	protein-coding	
105323899	ENSBDJG00000020163			LOC105323899	LOC105323899		uncharacterized LOC105323899	protein-coding	
105323903	ENSBDJG00000019459			LOC105323903	LOC105323903		uncharacterized LOC105323903	protein-coding	
105323904	ENSBDJG00000012898	A0A8W8KIV7	A0A8W8KIV7	LOC105323904	LOC105323904		charged multivesicular body protein 4b	protein-coding	
105323905	ENSBDJG00000002740	A0A8W8JFL0	A0A8W8JFL0	LOC105323905	LOC105323905		small ribosomal subunit protein uS11	protein-coding	
105323907	ENSBDJG00000011124	A0A8W8LI81	A0A8W8LI81	LOC105323907	LOC105323907		heat shock 70 kDa protein 12A	protein-coding	
105323913				LOC105323913	LOC105323913		uncharacterized LOC105323913	protein-coding	
105323916	ENSBDJG00000012621			LOC105323916	LOC105323916		uncharacterized LOC105323916	ncRNA	
